,gender,income,contributor_index,credit_card,credit_cards_regular_visa_or_mastercard,creditcard_newissue,family_position,gdiscindex,gen_in_household,inferred_household_rank,investment_type,marital_status,net_worth,num_credit_lines,num_in_household,num_of_adults,political_affiliation,residental_properties_owned,wealthrating,median_home_value,median_housing_unit_value,median_rent_asked,median_year_structure_built,median_yr_hh_mv_in,cbsa_code,cbsa_division_code,census_tract,census_block_group,congress_dist,county_name,msa,state,urbanicity,age,avg_commute_drive_time,avg_yrs_education,avg_family_size,avg_hh_size,avg_hh_size_owner_occupied,avg_hh_size_renter_occupied,avg_num_vehicles,median_age,median_rooms_in_bldg,pct_asian,pct_asian_speaking,pct_in_construction_maint,pct_english_speaking,pct_family_hh,pct_in_farm_fish_forest,pct_hispanic,pct_indo_euro_speaking,pct_in_mgmt,pct_married_by_population,pct_mfdu,pct_multirace,pct_non_family_hh,pct_other_speaking,pct_owner_occupied,pct_renter_occupied,pct_in_sales,pct_school_enrolled,pct_in_service,pct_sfdu,pct_spanish_speaking,pct_in_prod_trans,pct_black,pct_native_american,pct_other_race,pct_pacific_isle,pct_white,census_block_id,county_code,zip11,lfevnts100,lfevnts101,aerobics,art_craft,auto_motorcycle_racing,auto_parts_repair_accesories_work,auto_work,avid_readers,bank_card,baseball,basketball,boating_or_sailing,bookbuyer,camping_or_hiking,career_minded,cars,casino_gambling,cc_premium_american_express,cc_premium_discover,cc_premium_store_or_retail,cc_premium_visa_or_mastercard,cc_regular_american_express,cc_regular_discover,cc_regular_store_or_retail,children_interests,childrenage0_3gender_female,childrenage0_3gender_male,childrenage10_12gender_female,childrenage10_12gender_male,childrenage13_18gender_female,childrenage13_18gender_male,childrenage4_6gender_female,childrenage4_6gender_male,childrenage7_9gender_female,childrenage7_9gender_male,collect_specialfoodsbuyer,collector_antiques,collector_coins,collector_dolls,collector_figurines,collector_fine_arts,collector_music,collector_plates,collector_sports_memorabilia,collector_stamps,collectors,consumer_electronics,contribute_animal,contribute_childrens,contribute_environm,contribute_health,contribute_political,contribute_political_conservative,contribute_political_liberal,contribute_religious,contribute_veterans,contributors,crafts_hobbmerchbuyer,cultural_artistic,current_affairs_politics,diet_weight_loss,doit_yourselfer,donor_arts_or_cultural,entertainment_enth,family,femalemerchbuyer,fishing,fitness,food,football,gardening,general_info_grandchildren_le_12_yrs,genre_musictype_christian_or_gospel,genre_musictype_classical,genre_musictype_country,genre_musictype_jazz,genre_musictype_rhythm_and_blues,genre_musictype_rock_n_roll,genre_musictype_soft_rock_or_easy_listen,golf,great_outdoors,health_beauty,health_living,hightechleader,hobby_bird_watching,hobby_board_games,hobby_cigar_smoking,hobby_computer_games,hobby_cooking,hobby_cooking_gourmet,hobby_crafts,hobby_home_study_courses,hobby_knitting_or_needlework,hobby_photography,hobby_quilting,hobby_self_improvement_courses,hobby_sewing,hobby_video_games,hobby_wine_appreciation,hobby_woodworking,hobbyists,hockey,home_decor,home_improvement,hunting,internet_buyer,investments,investments_own_mutual_funds_cds,investments_own_stocks_or_bonds,luxury_life,magazine,mail_buyer,malemerchbuyer,membership_warehouse,mo_books_or_mag,mo_children_s_products,mo_clothing,mo_cosmetics,mo_dvd,mo_gifts,mo_home_furnishing,mo_jewelry,mo_plus_size_clothing,motor_cycle,movie,music,music_player,musical_instruments,nascar,online_education,pets,pets_own_at_least_one_cat,pets_own_at_least_one_dog,presence_of_elderly_parent,presence_premium_card,presenceofgoldorplatinumcreditcard,reading_astrology,reading_best_selling_fiction,reading_bible_or_devotional,reading_books_on_tape,reading_children_s,reading_computer,reading_cooking_or_culinary,reading_country_lifestyle,reading_fashion,reading_history,reading_interior_decorating,reading_medical_or_health,reading_military,reading_mystery,reading_natural_health_remedies,reading_news_finance,reading_people_or_entertainment,reading_romance,reading_science_fiction,reading_science_or_technology,reading_sports,reading_world_news_or_politics,religious_inspirational,respondedtocatalog,retail_card,running,rv_own,science_space,scuba_diving,self_improvement,snow_skiing,soho_business,sporting_life,sports,sports_betting,sweepstakes_contest,tennis,toys,travel,travel_business,travel_card,travel_cruises,travel_international,travel_personal,travel_vacation,truck_owner,tv_sports,veteran_in_household,voter_indicator,walking,working_woman,young_adult_in_household,cbsa_division_level,cvh02,cvh06,cvh14,cvh18,cvh20,cvh24,cvh48,cvh52,cvh54,cvh58,cvh113,cvh128,cvh139,cvh149,cvh159,cvh169,cvh205,ihs70,ihs74,cvh190,cvh191,cvh192,cvh193,chh05,chh08,chh17,chh20,cha01,cha04,cha05,cha08,chc01,chc04,chc12,chc13,chc16,chr01,chr04,chm01,chm04,chm05,chm06,chm11,chm14,ihs57,ihs59,ihs61,ihs64,combineseg01b,combineseg02b,combineseg03a,combineseg06b,combineseg07b,combineseg08a,acdscom101,prpty001,prpty002,prpty003,prpty004,prpty005,prpty006,prpty007,prpty008,prpty009,prpty010,prpty011,prpty012,prpty013,prpty014,prpty015,prpty016,prpty017,prpty018,prpty019,prpty020,prpty021,prpty022,prpty023,prpty024,prpty025,prpty026,prpty027,prpty028,prpty029,prpty030,prpty031,prpty032,prpty033,prpty034,prpty035,prpty036,prpty037,prpty038,prpty039,prpty040,prpty041,prpty042,prpty043,prpty044,prpty045,prpty046,prpty047,prpty048,prpty049,prpty050,prpty051,prpty052,prpty053,prpty054,prpty055,prpty056,prpty057,prpty058,prpty059,prpty060,prpty061,prpty062,prpty063,prpty064,prpty065,prpty066,prpty067,prpty068,prpty069,prpty070,prpty077,prpty079,prpty080,prpty081,prpty082,prpty088,prpty089,prpty090,prpty091,prpty093,prpty094,prpty095,prpty096,prpty097,prpty098,prpty099,prpty100,prpty101,prpty102,prpty105,prpty106,prpty107,prpty108,prpty109,prpty110,prpty111,prpty112,prpty113,prpty114,prpty116,prpty117,prpty120,prpty121,prpty124,prpty125,prpty126,prpty127,prpty128,prpty129,prpty130,prpty143,prpty144,prptycom101,prptycom102,prptycom103,prptycom104,prptycom105,prptycom106,combineseg04b,autolease_3,autolease_6,autolease_9,autolease_12,edu100,edu101,edu102,edu103,child0,child1,child2,child3,child4,chh01,chh04,poc,prpty169,exposed
10,,38000.0,,,,,,0.0,,,,,,,,,,,0.0,218.0,127800.0,,1939.0,1992.0,16980.0,16974.0,580100.0,1.0,4,COOK,16980.0,IL,,31.0,289.0,103.0,37.0,31.0,31.0,31.0,31.0,407.0,54.0,417.0,105.0,49.0,309.0,785.0,,544.0,9.0,97.0,500.0,404.0,59.0,214.0,,857.0,142.0,209.0,333.0,367.0,595.0,575.0,275.0,,14.0,246.0,,261.0,26.0,31.0,60632102316.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,,113000.0,,0.0,0.0,0.0,,350.0,2.0,2.0,,M,H,,3.0,2.0,D,,6.0,817.0,,,,,36740.0,,17103.0,2.0,10,ORANGE,36740.0,FL,S,27.0,,,23.0,21.0,21.0,25.0,21.0,320.0,,192.0,,,,833.0,,38.0,,,666.0,,,166.0,,833.0,166.0,,,,,,,,,,,807.0,62.0,95.0,34786630634.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
12,F,63000.0,,,,,,0.0,,,,,,,,,,,0.0,,107100.0,675.0,1995.0,1997.0,14260.0,,20901.0,2.0,1,CANYON,14260.0,ID,S,28.0,238.0,131.0,26.0,26.0,26.0,,26.0,465.0,59.0,,,105.0,883.0,999.0,4.0,,20.0,388.0,100.0,97.0,,,,999.0,,309.0,289.0,109.0,885.0,96.0,83.0,,,,,999.0,,27.0,83686494528.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,F,67000.0,,0.0,0.0,0.0,,0.0,,1.0,,S,I,,3.0,1.0,,,7.0,,86400.0,488.0,1965.0,1994.0,29460.0,,10601.0,2.0,15,POLK,29460.0,FL,S,55.0,225.0,133.0,30.0,26.0,25.0,40.0,26.0,485.0,55.0,,25.0,61.0,903.0,818.0,,51.0,16.0,387.0,681.0,266.0,,181.0,,909.0,90.0,325.0,246.0,118.0,700.0,54.0,107.0,34.0,,,,965.0,3.0,105.0,33803400450.0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
14,F,65000.0,1.0,1.0,1.0,0.0,W,200.0,3.0,2.0,,M,G,5.0,7.0,4.0,I,,2.0,152.0,,,,,41060.0,,21101.0,5.0,6,BENTON,41060.0,MN,S,58.0,,,31.0,26.0,26.0,,26.0,385.0,,,,,,761.0,,,,,714.0,,,238.0,,999.0,,,,,,,,,,,,999.0,12.0,9.0,56379236094.0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
15,M,63000.0,1.0,1.0,1.0,0.0,H,700.0,2.0,1.0,R,M,G,1.0,8.0,3.0,I,,5.0,,,,,,33460.0,,,,6,SHERBURNE,33460.0,MN,R,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55398853512.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
16,F,57000.0,1.0,1.0,1.0,0.0,G,100.0,3.0,2.0,,M,F,3.0,5.0,4.0,R,,2.0,156.0,100600.0,,1946.0,1987.0,33340.0,,21000.0,2.0,4,MILWAUKEE,33340.0,WI,,71.0,244.0,131.0,27.0,22.0,22.0,20.0,22.0,475.0,53.0,,5.0,83.0,919.0,645.0,,130.0,34.0,301.0,500.0,106.0,,354.0,,937.0,62.0,309.0,204.0,180.0,893.0,39.0,124.0,9.0,,,,990.0,2.0,79.0,53207584103.0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1
17,F,83000.0,1.0,1.0,1.0,0.0,W,350.0,1.0,1.0,,M,G,,4.0,3.0,I,,5.0,,,,,,33460.0,,,,3,HENNEPIN,33460.0,MN,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55443590265.0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
18,F,153000.0,1.0,1.0,1.0,0.0,O,200.0,2.0,2.0,R,S,H,3.0,5.0,3.0,I,,8.0,405.0,287500.0,,1991.0,1994.0,33460.0,,26509.0,2.0,3,HENNEPIN,33460.0,MN,S,54.0,246.0,153.0,31.0,29.0,29.0,,29.0,407.0,91.0,111.0,,36.0,974.0,879.0,,4.0,10.0,567.0,783.0,,8.0,120.0,7.0,999.0,,312.0,383.0,47.0,999.0,8.0,36.0,,8.0,4.0,,867.0,5.0,53.0,55442264210.0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
19,F,58000.0,1.0,1.0,1.0,0.0,W,700.0,1.0,2.0,,M,D,4.0,3.0,1.0,I,,2.0,,96900.0,,1950.0,1992.0,33340.0,,18500.0,2.0,4,MILWAUKEE,33340.0,WI,,70.0,225.0,131.0,27.0,25.0,25.0,,25.0,518.0,54.0,,18.0,93.0,903.0,916.0,,,,296.0,916.0,213.0,32.0,83.0,,999.0,,286.0,279.0,163.0,786.0,78.0,159.0,,,,,967.0,13.0,79.0,53207385158.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
20,F,151000.0,1.0,1.0,1.0,0.0,W,200.0,1.0,2.0,,M,H,1.0,4.0,2.0,I,,5.0,361.0,262500.0,,1981.0,1997.0,33340.0,,203702.0,1.0,5,WAUKESHA,33340.0,WI,R,55.0,257.0,145.0,29.0,28.0,27.0,33.0,28.0,453.0,75.0,25.0,,80.0,993.0,917.0,,18.0,6.0,473.0,783.0,81.0,22.0,82.0,,896.0,103.0,128.0,388.0,182.0,918.0,,135.0,,,14.0,,937.0,2.0,133.0,53018172057.0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1
